experiment_id,experiment_name,Read,fit_param_0,fit_param_1,fit_param_2,fit_param_3,fit_param_4,HEPES,Potassium gluatmate,ATP,GTP,CTP,UTP,tRNA,TCEP,Folinic acid,Spermidine,Amino acid solution,DNA,Product,PEG4K 40%,RNAse inhibitor,NEB,AlaRS,ArgRS,AsnRS,AspRS,CysRS,GlnRS,GluRS,GlyRS,HisRS,IleRS,LeuRS,LysRS,MetRS,PheRS,ProRS,SerRS,ThrRS,TrpRS,TyrRS,ValRS,IF1,IF2,IF3,EF-G,EF-Tu,EF-Ts,RF1,RF2,RF3,RRF,MTF,CK,AK,NDK,PPiase,T7RNAP,Ribosome,Magnesium acetate,Creatine phosphate,PPK,PolyP
id,,feature,regressor,regressor,regressor,regressor,regressor,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature
,,discrete,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,discrete,real,real,boolean,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real
114,PPK_20250613_K1,GFP-M-G100,0.028795578,4.179505421,1.004811707,0.000465509,4.224615384,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16,0,2,30
115,PPK_20250613_K4,GFP-M-G100,0.028715688,4.142281331,1.004805853,0.000446574,4.222343499,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16,0,2,30
116,PPK_20250613_K7,GFP-M-G100,0.028294249,4.189525403,1.004806214,0.000378776,4.225227146,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,16,0,2,30
117,PPK_20250613_M1,GFP-M-G100,0.027877485,4.227530067,1.004812384,0.000455321,4.227435174,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
118,PPK_20250613_M4,GFP-M-G100,0.028614492,4.348313217,1.004829894,0.000350905,4.23388062,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
119,PPK_20250613_M7,GFP-M-G100,0.027551126,4.398715712,0.938849443,0.000475814,4.236140069,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
120,PPK_20250613_O1,GFP-M-G100,0.025876058,4.452371718,1.088010232,0.000185589,4.238815705,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20,0,2,30
121,PPK_20250613_O4,GFP-M-G100,0.024158119,4.507690714,1.088007365,0.000143445,4.241115529,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20,0,2,30
122,PPK_20250613_O7,GFP-M-G100,0.02270797,4.544701311,0.973642289,0.000383354,4.243020617,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,20,0,2,30
123,PPK_20250616_A1,GFP-Gext,0.057207718,2.78803884,1.431383881,0.000383001,3.940843597,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
124,PPK_20250616_A4,GFP-Gext,0.060267106,2.781648007,1.431384876,0.000405199,3.941432887,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
125,PPK_20250616_A7,GFP-Gext,0.054736924,2.767596916,1.348096556,0.000572689,3.942728555,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,8,20,0,0
126,PPK_20250616_E1,GFP-Gext,0.013130411,3.024812066,1.014780308,0.000200162,3.917797819,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
127,PPK_20250616_E4,GFP-Gext,0.012997801,2.983896526,1.098095647,0.000178993,3.92188859,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
128,PPK_20250616_E7,GFP-Gext,0.012634496,3.007663858,1.098095375,0.000178353,3.919534871,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,0,2,30
129,PPK_20250616_G1,GFP-Gext,0.117034697,2.235698388,1.598023914,0.000419718,3.986394177,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,20,2,30
130,PPK_20250616_G4,GFP-Gext,0.114907065,2.541159209,1.551377401,0.000663852,3.997202512,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,20,2,30
131,PPK_20250616_G7,GFP-Gext,0.112343501,2.591821904,1.538104238,0.000566232,4.008836039,50,100,2,2,1,1,3.5,1,0.02,2,0.3,5.725714286,plamGFP,2,0,1,130.3361633,3.633795918,40.94155102,15.02008163,2.180571429,7.025142857,23.49991837,17.928,1.45322449,74.61697959,7.510040816,11.87118367,4.361142857,31.73583673,18.65387755,3.633795918,11.62873469,11.62873469,1.21077551,3.391346939,18.65387755,74.61697959,18.65387755,93.27085714,931.7358367,93.27085714,18.65387755,18.65387755,18.65387755,18.65387755,37.3077551,7.510040816,5.571918367,1.938122449,1.938122449,18.65387755,1.8,18,20,2,30
