VERSION=1.3
ExportFileName=PM HZ 2_2025-05-14_13-24-16_labchip_PURE_Data_B4
SampleLabel=B4
SampleName=PM HZ 2
SampleComment=
SampleAreaConcRatio=0.011875
SampleLowerMarkerTime=12.28
SampleUpperMarkerTime=-1.00
SamplePeakTimes=12.28,15.87,15.95,16.15,16.37,16.60,16.85,17.02,17.40,17.72,17.95,18.22,18.33,18.47,18.57,18.80,18.95,19.12,19.42,19.78,20.07,20.68,20.95,21.45,22.25,22.92,23.97,24.78,25.55,26.13,27.22,28.23
SamplePeakSizes=1.298,9.643,9.978,10.813,11.766,12.850,14.079,14.937,17.029,18.885,20.326,22.050,22.830,23.741,24.438,26.109,27.216,28.477,30.828,33.841,36.274,41.881,44.437,49.436,57.986,65.608,78.481,89.181,99.735,108.072,124.209,140.052
SamplePeakQuantities=,,,,24.0278,7.4225,14.9973,7.0012,96.7363,19.9913,45.2760,61.4333,382.1331,345.3137,628.8239,109.0758,29.6102,85.4635,42.3439,182.5626,1590.0557,1641.8172,2132.1677,1204.7880,2058.1339,1897.5383,294.8024,76.8231,662.1902,418.2104,54.5362,9.4036
PlateFileName=2025-05-14_13-24-16_labchip_PURE
PlateAssayName=HT Protein Express 200
PlateBarCode=N/A
WellAquisitionTime=5/14/2025 1:56:53 PM 
PlateDataFrequency=60
PlateDataStartTime=11.00
PlateDataEndTime=42.00
PlateConcUnits=ng/ul
PlateSizeUnits=kDa
PlateLadderSizes=1.40,15.90,20.40,28.90,48.40,68.40,119.20
ChipID=H296P-0563N-03
Operator=ACJS
DATA
Time,Value,Size
5.117,-3.252,0.00
5.133,-2.973,0.00
5.150,-2.786,0.00
5.167,-2.601,0.00
5.183,-2.495,0.00
5.200,-2.370,0.00
5.217,-2.272,0.00
5.233,-2.161,0.00
5.250,-2.026,0.00
5.267,-1.882,0.00
5.283,-1.752,0.00
5.300,-1.626,0.00
5.317,-1.469,0.00
5.333,-1.302,0.00
5.350,-1.192,0.00
5.367,-1.104,0.00
5.383,-1.088,0.00
5.400,-1.106,0.00
5.417,-1.150,0.00
5.433,-1.189,0.00
5.450,-1.077,0.00
5.467,-1.026,0.00
5.483,-1.107,0.00
5.500,-1.383,0.00
5.517,-1.775,0.00
5.533,-2.201,0.00
5.550,-2.520,0.00
5.567,-2.717,0.00
5.583,-2.822,0.00
5.600,-2.883,0.00
5.617,-2.745,0.00
5.633,-2.663,0.00
5.650,-2.554,0.00
5.667,-2.374,0.00
5.683,-2.184,0.00
5.700,-2.184,0.00
5.717,-2.283,0.00
5.733,-2.444,0.00
5.750,-2.570,0.00
5.767,-2.640,0.00
5.783,-2.595,0.00
5.800,-2.624,0.00
5.817,-2.688,0.00
5.833,-2.721,0.00
5.850,-2.745,0.00
5.867,-2.708,0.00
5.883,-2.585,0.00
5.900,-2.514,0.00
5.917,-2.554,0.00
5.933,-2.691,0.00
5.950,-2.682,0.00
5.967,-2.433,0.00
5.983,-2.123,0.00
6.000,-2.021,0.00
6.017,-2.216,0.00
6.033,-2.553,0.00
6.050,-2.804,0.00
6.067,-2.868,0.00
6.083,-2.848,0.00
6.100,-2.874,0.00
6.117,-2.904,0.00
6.133,-2.905,0.00
6.150,-2.958,0.00
6.167,-3.074,0.00
6.183,-3.245,0.00
6.200,-3.380,0.00
6.217,-3.413,0.00
6.233,-3.397,0.00
6.250,-3.403,0.00
6.267,-3.482,0.00
6.283,-3.522,0.00
6.300,-3.489,0.00
6.317,-3.363,0.00
6.333,-3.185,0.00
6.350,-3.058,0.00
6.367,-2.928,0.00
6.383,-2.817,0.00
6.400,-2.771,0.00
6.417,-2.861,0.00
6.433,-3.103,0.00
6.450,-3.432,0.00
6.467,-3.793,0.00
6.483,-3.995,0.00
6.500,-4.063,0.00
6.517,-4.129,0.00
6.533,-4.238,0.00
6.550,-4.375,0.00
6.567,-4.490,0.00
6.583,-6.849,0.00
6.600,-6.490,0.00
6.617,15.422,0.00
6.633,3.693,0.00
6.650,-45.867,0.00
6.667,6.881,0.00
6.683,236.462,0.00
6.700,845.831,0.00
6.717,1809.942,0.00
6.733,2774.431,0.00
6.750,3374.018,0.00
6.767,3514.024,0.00
6.783,3378.250,0.00
6.800,3189.655,0.00
6.817,3129.329,0.00
6.833,3183.278,0.00
6.850,3161.399,0.00
6.867,3149.273,0.00
6.883,3151.931,0.00
6.900,3154.960,0.00
6.917,3157.482,0.00
6.933,3157.895,0.00
6.950,3157.147,0.00
6.967,3157.000,0.00
6.983,3157.136,0.00
7.000,3157.274,0.00
7.017,3157.134,0.00
7.033,3156.689,0.00
7.050,3157.588,0.00
7.067,3159.594,0.00
7.083,3162.105,0.00
7.100,3163.498,0.00
7.117,3164.981,0.00
7.133,3164.878,0.00
7.150,3164.123,0.00
7.167,3163.892,0.00
7.183,3162.828,0.00
7.200,3161.504,0.00
7.217,3160.850,0.00
7.233,3160.342,0.00
7.250,3159.344,0.00
7.267,3159.190,0.00
7.283,3160.039,0.00
7.300,3159.951,0.00
